"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","订单类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","成交数量","成交价格","成交金额","成交时间","市场","币种","对手经纪","备注","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","期权监管费","期权清算费","期权交收费","证监会规费","交易活动费","交易系统使用费","综合审计跟踪监管费","合计费用"
"卖出","BIDU","百度","90.46","30","2,713.80","全部成交","30@90.53","2025/02/07 10:08:42 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","30","90.53","2,715.90","2025/02/07 10:08:42 (美东)","美股","USD","","","0.99","1","0.09","","","","","","","","0.08","0.01","","","2.17"
"卖出","TSLA250307P395000","TSLA 250307 395.00P","29.35","1","2,935.00","全部成交","1@29.35","2025/02/07 09:51:46 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","29.35","2,935.00","2025/02/07 09:51:51 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.08","0.01","","","2.59"
"买入","TSLA250307C395000","TSLA 250307 395.00C","市价","1","1,435.00","全部成交","1@14.35","2025/02/07 09:51:26 (美东)","市价单","当日有效","","盘中","","","美股","USD","","1","14.35","1,435.00","2025/02/07 09:51:27 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TSLA250307P395000","TSLA 250307 395.00P","市价","1","2,860.00","全部成交","1@28.60","2025/02/07 09:49:21 (美东)","市价单","当日有效","","盘中","","","美股","USD","","1","28.60","2,860.00","2025/02/07 09:49:22 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","SOXL","3倍做多半导体ETF-Direxion","27.77","20","555.40","全部成交","20@27.77","2025/02/07 09:47:04 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","27.77","555.40","2025/02/07 09:47:53 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","0.02","0.01","","","2.08"
"买入","TSLA","特斯拉","377.35","5","1,886.75","全部成交","5@377.33","2025/02/07 09:46:08 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","377.33","1,886.65","2025/02/07 09:46:08 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","BIDU250919P70000","BIDU 250919 70.00P","3.50","1","350.00","全部成交","1@3.50","2025/02/06 11:33:53 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","3.50","350.00","2025/02/06 13:43:44 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖出","NVDA","英伟达","市价","10","1,244.55","全部成交","10@124.455","2025/02/05 12:11:36 (美东)","市价单","当日有效","","盘中","","","美股","USD","","10","124.455","1,244.55","2025/02/05 12:11:36 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","0.03","0.01","","","2.06"
"卖出","NVDL","2倍做多NVDA ETF-GraniteShares","市价","20","1,049.05","全部成交","20@52.4527","2025/02/05 12:11:22 (美东)","市价单","当日有效","","盘中","","","美股","USD","","20","52.4527","1,049.05","2025/02/05 12:11:22 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","0.03","0.01","","","2.09"
"卖出","NVDL","2倍做多NVDA ETF-GraniteShares","52.56","20","1,051.20","已撤单","0@0.00","2025/02/05 12:10:49 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","YINN","3倍做多富时中国ETF-Direxion","33.33","61","2,033.13","全部成交","61@33.33","2025/02/04 11:00:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","61","33.33","2,033.13","2025/02/04 11:00:58 (美东)","美股","USD","","","0.99","1","0.18","","","","","","","","0.06","0.01","","","2.24"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","49.26","15","738.90","全部成交","15@49.2296","2025/02/04 10:11:58 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","15","49.2296","738.44","2025/02/04 10:11:59 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"卖出","NVDA250214C120000","NVDA 250214 120.00C","市价","2","1,140.00","全部成交","2@5.70","2025/02/04 10:08:54 (美东)","市价单","当日有效","","盘中","","","美股","USD","","2","5.70","1,140.00","2025/02/04 10:08:55 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","0.03","0.01","","","3.05"
"买入","NVDA250214C120000","NVDA 250214 120.00C","4.40","2","880.00","全部成交","2@4.39","2025/02/04 09:49:01 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","4.39","439.00","2025/02/04 09:49:13 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","","","","","3.01"
"","","","","","","","","","","","","","","","","","","1","4.39","439.00","2025/02/04 09:49:13 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","TSLA","特斯拉","375.50","10","3,755.00","已撤单","0@0.00","2025/02/04 09:11:11 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","NVDA250207C120000","NVDA 250207 120.00C","市价","2","340.00","全部成交","2@1.70","2025/02/03 09:34:27 (美东)","止损市价单","当日有效","","盘中","1.70","","美股","USD","","1","1.70","170.00","2025/02/03 09:46:52 (美东)","美股","USD","","","1.99","0.6","","","","","","0.02","0.04","0.36","0.02","0.02","","","3.05"
"","","","","","","","","","","","","","","","","","","1","1.70","170.00","2025/02/03 09:46:52 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","NVDA250207C120000","NVDA 250207 120.00C","2.35","1","235.00","全部成交","1@2.32","2025/02/03 09:30:32 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","2.32","232.00","2025/02/03 09:30:33 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","NVDA250207C120000","NVDA 250207 120.00C","2.30","1","230.00","全部成交","1@2.30","2025/02/03 09:30:26 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","2.30","230.00","2025/02/03 09:30:30 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","AAPL","苹果","228.92","10","2,289.20","全部成交","10@228.92","2025/02/03 09:26:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","6","228.92","1,373.52","2025/02/03 09:26:00 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"","","","","","","","","","","","","","","","","","","4","228.92","915.68","2025/02/03 09:26:00 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","45.33","5","226.65","全部成交","5@45.32","2025/02/03 08:48:07 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","45.32","226.60","2025/02/03 08:48:08 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","TQQQ","3倍做多纳指ETF-ProShares","78.25","5","391.25","全部成交","5@78.17","2025/02/03 04:50:05 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","78.17","390.85","2025/02/03 04:50:05 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDA","英伟达","115.20","10","1,152.00","全部成交","10@115.20","2025/02/03 04:28:02 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","115.20","1,152.00","2025/02/03 07:20:04 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","45.95","5","229.75","全部成交","5@45.94","2025/02/03 04:26:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","45.94","229.70","2025/02/03 04:26:00 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","48.69","5","243.45","全部成交","5@46.15","2025/01/31 23:26:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","46.15","230.75","2025/02/03 04:02:32 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","52.49","5","262.45","全部成交","5@52.49","2025/01/31 13:39:20 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","52.49","262.45","2025/01/31 13:39:22 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDA","英伟达","125.00","5","625.00","全部成交","5@125.00","2025/01/31 12:42:56 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","125.00","625.00","2025/01/31 12:42:56 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDA","英伟达","124.92","5","624.60","全部成交","5@124.92","2025/01/31 12:42:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","124.92","624.60","2025/01/31 12:47:04 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDA","英伟达","125.05","5","625.25","全部成交","5@125.05","2025/01/31 11:44:55 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","125.05","625.25","2025/01/31 11:44:56 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDA","英伟达","126.21","5","631.05","全部成交","5@126.05","2025/01/31 10:40:59 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","126.05","630.25","2025/01/31 10:41:00 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","49.08","5","245.40","全部成交","5@48.95","2025/01/28 09:35:38 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","48.95","244.75","2025/01/28 09:35:39 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","47.59","20","951.80","全部成交","20@47.5199","2025/01/27 11:40:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","47.5199","950.40","2025/01/27 11:40:01 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"买入","NVDL","2倍做多NVDA ETF-GraniteShares","54.04","20","1,080.80","全部成交","20@54.04","2025/01/27 10:26:23 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","20","54.04","1,080.80","2025/01/27 10:26:24 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"买入","TQQQ","3倍做多纳指ETF-ProShares","74.97","5","374.85","全部成交","5@74.88","2025/01/27 05:58:00 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","74.88","374.40","2025/01/27 05:58:00 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"买入","TQQQ","3倍做多纳指ETF-ProShares","74.62","5","373.10","已撤单","0@0.00","2025/01/27 05:57:09 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","01810","小米集团-W","28.40","200","5,680.00","全部成交","200@28.40","2024/11/21 11:25:54 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","28.40","5,680.00","2024/11/21 11:25:54 (香港)","港股","HKD","7287","","3","15","2","6","0.32","0.15","0.01","","","","","","","","26.48"
"买入","YINN","3倍做多富时中国ETF-Direxion","29.17","10","291.70","全部成交","10@29.17","2024/11/13 09:17:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","29.17","291.70","2024/11/13 09:20:06 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","YINN","3倍做多富时中国ETF-Direxion","31.91","10","319.10","全部成交","10@31.91","2024/11/11 12:51:44 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","31.91","319.10","2024/11/11 12:51:44 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"卖出","CONL","GraniteShares 2x Long COIN Daily ETF","市价","20","1,174.02","全部成交","20@58.7012","2024/11/11 09:10:23 (美东)","止损市价单","当日有效","","盘中","60.40","","美股","USD","","20","58.7012","1,174.02","2024/11/11 09:30:05 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","0.03","0.01","","","2.09"
"买入","YINN","3倍做多富时中国ETF-Direxion","32.43","10","324.30","全部成交","10@32.4093","2024/11/08 11:25:05 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","32.4093","324.09","2024/11/08 11:25:05 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","YINN","3倍做多富时中国ETF-Direxion","32.75","10","327.50","全部成交","10@32.75","2024/11/08 10:18:19 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","32.75","327.50","2024/11/08 10:18:19 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","YINN","3倍做多富时中国ETF-Direxion","37.64","10","376.40","全部成交","10@37.6399","2024/11/07 11:38:22 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","37.6399","376.40","2024/11/07 11:38:22 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","CONL","GraniteShares 2x Long COIN Daily ETF","38.95","20","779.00","全部成交","20@38.95","2024/11/07 04:50:04 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","1","38.95","38.95","2024/11/07 04:50:05 (美东)","美股","USD","","","0.99","1","0.06","","","","","","","","","","","","2.05"
"","","","","","","","","","","","","","","","","","","19","38.95","740.05","2024/11/07 04:50:05 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","CONL","GraniteShares 2x Long COIN Daily ETF","38.86","111","4,313.46","全部成交","111@38.86","2024/11/07 04:48:59 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","11","38.86","427.46","2024/11/07 04:49:08 (美东)","美股","USD","","","0.99","1","0.33","","","","","","","","0.11","0.04","","","2.47"
"","","","","","","","","","","","","","","","","","","12","38.86","466.32","2024/11/07 04:49:08 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","50","38.86","1,943.00","2024/11/07 04:49:08 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","38","38.86","1,476.68","2024/11/07 04:49:07 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","01810","小米集团-W","27.65","200","5,530.00","全部成交","200@27.65","2024/11/07 14:27:25 (香港)","限价单","当日有效","允许","","","","港股","HKD","","200","27.65","5,530.00","2024/11/07 14:27:25 (香港)","港股","HKD","5999","","3","15","2","6","0.31","0.15","0.01","","","","","","","","26.47"
"卖出","CONL","GraniteShares 2x Long COIN Daily ETF","触及市价","111","0.00","已撤单","0@0.00","2024/11/06 23:40:43 (美东)","止损市价单","当日有效","","盘中","40.10","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","CONL","GraniteShares 2x Long COIN Daily ETF","触及市价","111","0.00","已撤单","0@0.00","2024/11/06 09:18:55 (美东)","止损市价单","当日有效","","盘中","38.70","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
