Side,Symbol,Name,Order Price,Order Qty,Order Amount,Status,Filled@Avg Price,Order Time,Order Type,Time-in-Force,Allow Pre-Market,Session,Trigger price,Position Opening,Markets,Currency,Order Source,Fill Qty,Fill Price,Fill Amount,Fill Time,Markets.1,Currency.1,Counterparty,Remarks,Commission,Platform Fees,Settlement Fees,Options Regulatory Fees,OCC Fees,Option Settlement Fees,SEC Fees,Trading Activity Fees,Stamp Duty,Trading Fees,SFC Levy,FRC Levy,Trading Tariff,Consolidated Audit Trail Fees,Total
Buy,PLTR,Palantir,80.25,53,4253.25,Filled,53@91.38,"Mar 18, 2025 12:22:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,52,90.38,4699.76,"Mar 18, 2025 12:22:53 ET",US,USD,,,0.92,1.07,0.16,,,,,,,,,,,,2.15
Buy,PLTR,Palantir,82.24,54,4440.96,Filled,49@78.43,"Mar 18, 2025 12:22:09 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,53,77.88,4127.64,"Mar 18, 2025 12:22:09 ET",US,USD,,,1.06,1.04,0.15,,,,,,,,,,,,2.25
Sell,TSLA250502P200000,TSLA 250502 200.00P,12.15,2,24.3,Filled,2@12.02,"Mar 18, 2025 12:05:39 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,12.39,24.78,"Mar 18, 2025 12:05:42 ET",US,USD,,,1.87,0.61,,0.03,0.04,0.38,0.06,0.01,,,,,,,3.0
Buy,TSLA250502P200000,TSLA 250502 200.00P,11.12,1,11.12,Filled,1@12.03,"Mar 18, 2025 11:39:40 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,10.36,10.36,"Mar 18, 2025 11:39:41 ET",US,USD,,,1.98,0.29,,0.01,0.02,0.19,,,,,,,,,2.49
Buy,AAPL250502C230000,AAPL 250502 230.00C,3.89,1,3.89,Filled,1@4.03,"Mar 18, 2025 10:09:31 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.34,3.34,"Mar 18, 2025 10:09:32 ET",US,USD,,,1.83,0.32,,0.01,0.02,0.17,,,,,,,,,2.35
Buy,AAPL250502C230000,AAPL 250502 230.00C,3.95,1,3.95,Filled,1@3.44,"Mar 18, 2025 10:09:28 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,4.01,4.01,"Mar 18, 2025 10:09:28 ET",US,USD,,,2.02,0.31,,0.01,0.02,0.19,,,,,,,,,2.55
Buy,TSLA250502P200000,TSLA 250502 200.00P,12.88,1,12.88,Filled,1@13.09,"Mar 18, 2025 10:01:12 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,14.53,14.53,"Mar 18, 2025 10:01:12 ET",US,USD,,,2.12,0.31,,0.01,0.02,0.18,,,,,,,,,2.64
Sell,PLTR,Palantir,76.0,52,3952.0,Filled,46@75.58,"Mar 18, 2025 09:39:24 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,48,84.24,4043.52,"Mar 18, 2025 09:39:24 ET",US,USD,,,1.02,1.01,0.14,,,,0.13,0.01,,,,,,,2.31
Sell,VIX250521P22000,VIX 250521 22.00P,3.75,2,7.5,Filled,2@4.2,"Mar 18, 2025 09:33:25 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,4.21,4.21,"Mar 18, 2025 09:33:28 ET",US,USD,,,2.0,0.66,,0.02,0.04,0.34,0.02,0.02,,,,,,,3.1
,,,,,,,,,,,,,,,,,,1,4.32,4.32,"Mar 18, 2025 09:33:28 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TQQQ,ProShares UltraPro QQQ ETF,62.9,10,629.0,Filled,10@59.01,"Mar 18, 2025 07:51:58 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,9,61.38,552.42,"Mar 18, 2025 07:51:59 ET",US,USD,,,1.03,1.05,0.03,,,,,,,,,,,,2.11
Buy,VIX250521P22000,VIX 250521 22.00P,4.34,2,8.68,Filled,2@3.86,"Mar 17, 2025 11:53:09 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,3.65,7.3,"Mar 17, 2025 11:55:35 ET",US,USD,,,1.89,0.6,,0.03,0.04,0.38,,,,,,,,,2.94
Buy,PLTR,Palantir,83.51,47,3924.97,Filled,51@84.94,"Mar 17, 2025 11:15:56 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,52,77.84,4047.68,"Mar 17, 2025 11:15:56 ET",US,USD,,,0.96,0.93,0.14,,,,,,,,,,,,2.03
Sell,VIX250521P22000,VIX 250521 22.00P,4.12,7,28.84,Filled,6@4.14,"Mar 17, 2025 10:33:46 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,7,3.86,27.02,"Mar 17, 2025 10:33:47 ET",US,USD,,,4.65,2.23,,0.09,0.15,1.3,0.08,0.02,,,,,,,8.52
Sell,NVDA,NVIDIA,126.35,43,5433.05,Filled,40@123.22,"Mar 17, 2025 10:31:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,44,127.05,5590.2,"Mar 17, 2025 10:31:38 ET",US,USD,,,0.91,1.08,0.12,,,,0.12,0.01,,,,,,,2.24
Buy,NVDA,NVIDIA,122.77,18,2209.86,Cancelled,0@0.0,"Mar 17, 2025 10:28:39 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,126.63,20,2532.6,Filled,20@126.67,"Mar 17, 2025 09:57:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,20,123.35,2467.0,"Mar 17, 2025 10:01:25 ET",US,USD,,,1.08,0.99,0.06,,,,,,,,,,,,2.13
Sell,03690,MEITUAN-W,190.41,287,54647.67,Filled,305@181.72,"Mar 17, 2025 15:52:46 HKT",Limit,Day,Allow,,,,HK,HKD,,317,186.3,59057.1,"Mar 17, 2025 15:52:46 HKT",HK,HKD,,,14.8,14.87,1.97,,,,,,47.76,2.8,1.31,0.08,,,83.59
Sell,03690,MEITUAN-W,166.73,106,17673.38,Filled,91@192.59,"Mar 17, 2025 10:37:37 HKT",Limit,Day,Allow,,,,HK,HKD,,104,192.29,19998.16,"Mar 17, 2025 10:37:49 HKT",HK,HKD,,,5.31,15.55,1.93,,,,,,19.69,1.04,0.45,0.03,,,44.0
Sell,03690,MEITUAN-W,162.82,209,34029.38,Cancelled,0@0.0,"Mar 17, 2025 10:33:27 HKT",Limit,Day,Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,108.96,34,3704.64,Cancelled,0@0.0,"Mar 14, 2025 09:12:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,106.4,25,2660.0,Cancelled,0@0.0,"Mar 14, 2025 09:12:34 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,119.93,26,3118.18,Cancelled,0@0.0,"Mar 14, 2025 09:12:28 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,NVDA,NVIDIA,119.47,5,597.35,Filled,5@124.73,"Mar 14, 2025 07:26:50 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,108.24,541.2,"Mar 14, 2025 07:26:56 ET",US,USD,,,1.07,1.04,0.02,,,,0.02,0.01,,,,,,,2.16
Buy,09988,BABA-W,123.61,96,11866.56,Cancelled,0@0.0,"Mar 14, 2025 15:04:26 HKT",Limit,Day,Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,03690,MEITUAN-W,179.07,371,66434.97,Cancelled,0@0.0,"Mar 14, 2025 14:46:14 HKT",Limit,Day,Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,03690,MEITUAN-W,183.81,206,37864.86,Filled,192@159.98,"Mar 14, 2025 14:25:12 HKT",Limit,Day,Allow,,,,HK,HKD,,185,186.42,34487.7,"Mar 14, 2025 14:25:13 HKT",HK,HKD,,,9.58,14.9,2.1,,,,,,36.09,1.83,0.94,0.05,,,65.49
Buy,03690,MEITUAN-W,162.63,189,30737.07,Filled,211@172.03,"Mar 14, 2025 14:25:07 HKT",Limit,Day,Allow,,,,HK,HKD,,211,165.26,34869.86,"Mar 14, 2025 14:29:48 HKT",HK,HKD,,,11.08,14.2,1.82,,,,,,38.16,1.97,0.98,0.05,,,68.26
Buy,NVDA,NVIDIA,116.45,23,2678.35,Cancelled,0@0.0,"Mar 13, 2025 13:15:23 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,SPY250321C565000,SPY 250321 565.00C,3.19,2,6.38,Failed,0@0.0,"Mar 13, 2025 12:49:17 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,SPY250321C565000,SPY 250321 565.00C,2.81,2,5.62,Filled,2@3.2,"Mar 13, 2025 12:49:16 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.16,3.16,"Mar 13, 2025 12:49:17 ET",US,USD,,,1.82,0.57,,0.02,0.04,0.35,0.02,0.02,,,,,,,2.84
,,,,,,,,,,,,,,,,,,1,3.11,3.11,"Mar 13, 2025 12:49:17 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,SPY250321C565000,SPY 250321 565.00C,3.93,1,3.93,Filled,1@3.71,"Mar 13, 2025 11:44:01 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.61,3.61,"Mar 13, 2025 11:44:02 ET",US,USD,,,2.01,0.32,,0.01,0.02,0.18,,,,,,,,,2.54
Buy,VIX250521P22000,VIX 250521 22.00P,3.83,1,3.83,Filled,1@3.42,"Mar 13, 2025 11:43:43 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.37,3.37,"Mar 13, 2025 11:54:13 ET",US,USD,,,2.16,0.31,,0.01,0.02,0.18,,,,,,,,,2.68
Buy,NVDA,NVIDIA,106.66,26,2773.16,Filled,26@116.79,"Mar 13, 2025 10:13:52 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,27,112.02,3024.54,"Mar 13, 2025 10:14:03 ET",US,USD,,,0.97,1.08,0.08,,,,,,,,,,,,2.13
Buy,NVDA,NVIDIA,101.74,20,2034.8,Cancelled,0@0.0,"Mar 13, 2025 08:13:26 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,SPY250321C565000,SPY 250321 565.00C,6.9,1,6.9,Filled,1@6.66,"Mar 12, 2025 13:38:02 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,6.93,6.93,"Mar 12, 2025 13:38:03 ET",US,USD,,,1.94,0.29,,0.01,0.02,0.18,,,,,,,,,2.44
Sell,TQQQ,ProShares UltraPro QQQ ETF,63.66,67,4265.22,Filled,63@66.58,"Mar 12, 2025 12:47:15 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,56,57.4,3214.4,"Mar 12, 2025 12:47:22 ET",US,USD,,,1.03,1.04,0.2,,,,0.1,0.01,,,,,,,2.38
Sell,PLTR,Palantir,90.63,11,996.93,Filled,11@86.83,"Mar 12, 2025 12:47:05 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,83.19,831.9,"Mar 12, 2025 12:47:05 ET",US,USD,,,1.05,1.03,0.03,,,,0.02,0.01,,,,,,,2.14
Buy,VIX250521P22000,VIX 250521 22.00P,3.57,3,10.71,Filled,3@3.92,"Mar 12, 2025 12:43:43 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.32,3.32,"Mar 12, 2025 12:43:44 ET",US,USD,,,1.9,0.95,,0.03,0.06,0.54,,,,,,,,,3.48
,,,,,,,,,,,,,,,,,,1,3.61,3.61,"Mar 12, 2025 12:43:44 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,3.89,3.89,"Mar 12, 2025 12:43:44 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,VIX250521P22000,VIX 250521 22.00P,3.75,3,11.25,Filled,3@3.64,"Mar 12, 2025 12:41:54 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,3.49,3.49,"Mar 12, 2025 12:43:49 ET",US,USD,,,1.81,0.97,,0.03,0.06,0.52,,,,,,,,,3.39
,,,,,,,,,,,,,,,,,,1,3.76,3.76,"Mar 12, 2025 12:43:49 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,3.83,3.83,"Mar 12, 2025 12:43:49 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,TSLA250328P235000,TSLA 250328 235.00P,8.97,1,8.97,Filled,1@8.83,"Mar 12, 2025 12:36:49 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,10.42,10.42,"Mar 12, 2025 12:36:49 ET",US,USD,,,1.82,0.3,,0.01,0.02,0.19,0.03,0.01,,,,,,,2.38
Sell,TSLA250328P235000,TSLA 250328 235.00P,10.23,1,10.23,Filled,1@9.92,"Mar 12, 2025 12:36:16 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,9.33,9.33,"Mar 12, 2025 12:36:24 ET",US,USD,,,1.91,0.27,,0.01,0.02,0.17,0.03,0.01,,,,,,,2.42
Buy,TSLA250328P235000,TSLA 250328 235.00P,10.92,1,10.92,Filled,1@10.23,"Mar 12, 2025 12:21:36 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,9.9,9.9,"Mar 12, 2025 12:21:37 ET",US,USD,,,2.17,0.3,,0.01,0.02,0.17,,,,,,,,,2.67
Sell,NVDL,GraniteShares 2x Long NVDA Daily ETF,39.66,73,2895.18,Filled,79@46.63,"Mar 12, 2025 12:12:25 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,76,40.54,3081.04,"Mar 12, 2025 12:12:25 ET",US,USD,,,1.08,0.97,0.24,,,,0.09,0.01,,,,,,,2.39
Buy,TSLA250328P235000,TSLA 250328 235.00P,14.13,1,14.13,Filled,1@13.17,"Mar 12, 2025 11:20:25 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,13.67,13.67,"Mar 12, 2025 11:20:29 ET",US,USD,,,1.83,0.3,,0.01,0.02,0.18,,,,,,,,,2.34
Buy,TQQQ,ProShares UltraPro QQQ ETF,66.88,15,1003.2,Filled,15@62.58,"Mar 12, 2025 09:39:01 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,14,65.67,919.38,"Mar 12, 2025 09:39:02 ET",US,USD,,,1.03,0.93,0.05,,,,,,,,,,,,2.01
Buy,TQQQ,ProShares UltraPro QQQ ETF,63.57,16,1017.12,Filled,14@58.84,"Mar 12, 2025 09:38:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,15,64.26,963.9,"Mar 12, 2025 09:40:28 ET",US,USD,,,1.0,1.05,0.05,,,,,,,,,,,,2.1
Sell,SGOV,iShares 0-3 Month Treasury Bond ETF,92.84,62,5756.08,Filled,69@94.31,"Mar 12, 2025 08:35:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,59,93.96,5543.64,"Mar 12, 2025 08:41:09 ET",US,USD,,,0.93,1.02,0.22,,,,0.19,0.01,,,,,,,2.37
Sell,TSLA250321P215000,TSLA 250321 215.00P,10.53,2,21.06,Filled,2@10.18,"Mar 11, 2025 11:13:49 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,10.12,20.24,"Mar 11, 2025 11:13:49 ET",US,USD,,,2.0,0.56,,0.03,0.04,0.37,0.05,0.01,,,,,,,3.06
Buy,TSLA250321P215000,TSLA 250321 215.00P,13.26,2,26.52,Filled,2@13.43,"Mar 11, 2025 10:52:06 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,12.54,25.08,"Mar 11, 2025 10:52:10 ET",US,USD,,,1.89,0.55,,0.03,0.04,0.33,,,,,,,,,2.84
Sell,TSLA250417C240000,TSLA 250417 240.00C,Market Price,1,,Filled,1@20.55,"Mar 11, 2025 10:23:18 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,19.65,19.65,"Mar 11, 2025 10:23:18 ET",US,USD,,,2.04,0.32,,0.01,0.02,0.17,0.05,0.01,,,,,,,2.62
Buy,TSLA250417C240000,TSLA 250417 240.00C,19.78,1,19.78,Filled,1@20.6,"Mar 11, 2025 10:08:56 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,21.46,21.46,"Mar 11, 2025 10:08:57 ET",US,USD,,,1.86,0.32,,0.01,0.02,0.16,,,,,,,,,2.37
Sell,TSLA250417C240000,TSLA 250417 240.00C,Market Price,1,,Filled,1@17.58,"Mar 11, 2025 10:05:00 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,19.05,19.05,"Mar 11, 2025 10:05:00 ET",US,USD,,,2.09,0.29,,0.01,0.02,0.16,0.05,0.01,,,,,,,2.63
Buy,TSLA250417C240000,TSLA 250417 240.00C,21.34,1,21.34,Filled,1@22.63,"Mar 11, 2025 09:51:58 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,23.49,23.49,"Mar 11, 2025 09:52:14 ET",US,USD,,,1.96,0.31,,0.01,0.02,0.19,,,,,,,,,2.49
Sell,TSM,Taiwan Semiconductor,Market Price,28,,Filled,30@164.12,"Mar 10, 2025 10:47:28 ET",Market,Day,,Regular Trading Hours,,,US,USD,,32,172.06,5505.92,"Mar 10, 2025 10:47:28 ET",US,USD,,,0.91,1.06,0.09,,,,0.15,0.01,,,,,,,2.22
Sell,TSM250417C220000,TSM 250417 220.00C,0.67,6,4.02,Filled,6@0.71,"Mar 10, 2025 10:47:10 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,0.71,0.71,"Mar 10, 2025 10:47:13 ET",US,USD,,,4.01,1.81,,0.07,0.11,1.18,0.05,0.05,,,,,,,7.28
,,,,,,,,,,,,,,,,,,2,0.71,1.42,"Mar 10, 2025 10:47:13 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,0.74,0.74,"Mar 10, 2025 10:47:13 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,0.71,0.71,"Mar 10, 2025 10:47:13 ET",US,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,1,0.64,0.64,"Mar 10, 2025 10:47:13 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,SGOV,iShares 0-3 Month Treasury Bond ETF,100.56,61,6134.16,Filled,60@102.84,"Mar 10, 2025 09:05:00 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,64,91.77,5873.28,"Mar 10, 2025 09:05:00 ET",US,USD,,,0.96,0.98,0.2,,,,,,,,,,,,2.14
Sell,MIU250328P52500,MIU 250328 52.50 P,2.82,2,5.64,Filled,2@2.81,"Mar 10, 2025 11:30:37 HKT",Limit,Day,,,,,HK,HKD,,2,2.89,5.78,"Mar 10, 2025 11:30:37 HKT",HK,HKD,,,11.58,14.74,,,,,,,,,,,1.94,,28.26
Sell,MIU250328P52500,MIU 250328 52.50 P,2.88,2,5.76,Filled,2@2.75,"Mar 7, 2025 15:35:15 HKT",Limit,Day,,,,,HK,HKD,,2,2.58,5.16,"Mar 7, 2025 15:35:17 HKT",HK,HKD,,,11.12,15.36,,,,,,,,,,,2.04,,28.52
Buy,MIU250328P52500,MIU 250328 52.50 P,2.7,4,10.8,Filled,4@2.58,"Mar 7, 2025 14:01:34 HKT",Limit,Day,,,,,HK,HKD,,4,2.43,9.72,"Mar 7, 2025 14:01:48 HKT",HK,HKD,,,21.88,15.14,,,,,,,,,,,4.27,,41.29
Buy,09988,BABA-W,129.05,92,11872.6,Filled,101@136.21,"Mar 7, 2025 10:56:18 HKT",Limit,Day,Allow,,,,HK,HKD,,97,127.57,12374.29,"Mar 7, 2025 10:56:19 HKT",HK,HKD,,,3.92,16.42,1.93,,,,,,13.51,0.81,0.41,0.02,,,37.02
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,6.98,731,5102.38,Filled,674@6.3,"Mar 6, 2025 21:46:43 ET",Limit,Day,,Overnight Trading,,,US,USD,,700,6.4,4480.0,"Mar 6, 2025 21:46:54 ET",US,USD,,,3.21,3.42,1.97,,,,0.13,0.11,,,,,,,8.84
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,7.75,281,2177.75,Filled,270@7.17,"Mar 6, 2025 10:44:13 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,324,7.27,2355.48,"Mar 6, 2025 10:44:13 ET",US,USD,,,1.44,1.45,0.93,,,,0.06,0.05,,,,,,,3.93
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,7.0,477,3339.0,Filled,472@6.87,"Mar 6, 2025 09:35:42 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,230,6.5,1495.0,"Mar 6, 2025 09:35:42 ET",US,USD,,,2.37,2.66,1.45,,,,,,,,,,,,6.48
,,,,,,,,,,,,,,,,,,269,5.98,1608.62,"Mar 6, 2025 09:35:42 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,NVDL,GraniteShares 2x Long NVDA Daily ETF,44.62,26,1160.12,Filled,25@45.75,"Mar 6, 2025 05:08:26 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,27,45.68,1233.36,"Mar 6, 2025 05:08:41 ET",US,USD,,,0.92,1.02,0.08,,,,,,,,,,,,2.02
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,6.0,510,3060.0,Filled,463@6.36,"Mar 5, 2025 10:07:04 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,545,5.56,3030.2,"Mar 5, 2025 10:07:05 ET",US,USD,,,2.69,2.64,1.45,,,,,,,,,,,,6.78
Buy,PLTR,Palantir,90.9,11,999.9,Filled,11@86.12,"Mar 5, 2025 10:06:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,9,93.09,837.81,"Mar 5, 2025 10:06:44 ET",US,USD,,,0.98,0.99,0.03,,,,,,,,,,,,2.0
Buy,NVDL,GraniteShares 2x Long NVDA Daily ETF,50.42,47,2369.74,Filled,49@44.34,"Mar 5, 2025 02:16:32 ET",Limit,Day,,Overnight Trading,,,US,USD,,50,49.41,2470.5,"Mar 5, 2025 02:16:34 ET",US,USD,,,0.96,1.06,0.16,,,,,,,,,,,,2.18
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,147,,Filled,141@10.31,"Mar 4, 2025 10:01:32 ET",Market,Day,,Regular Trading Hours,,,US,USD,,134,11.28,1511.52,"Mar 4, 2025 10:01:32 ET",US,USD,,,0.95,1.01,0.45,,,,0.04,0.02,,,,,,,2.47
Sell,TSLA,Tesla,Market Price,46,,Filled,45@283.9,"Mar 4, 2025 10:01:17 ET",Market,Day,,Regular Trading Hours,,,US,USD,,47,266.11,12507.17,"Mar 4, 2025 10:01:18 ET",US,USD,,,1.09,0.95,0.13,,,,0.35,0.01,,,,,,,2.53
Buy,TSM250417C220000,TSM 250417 220.00C,1.23,1,1.23,Filled,1@1.2,"Mar 3, 2025 12:24:01 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,1.28,1.28,"Mar 3, 2025 12:24:01 ET",US,USD,,,1.92,0.31,,0.01,0.02,0.18,,,,,,,,,2.44
Sell,TSLA250417C320000,TSLA 250417 320.00C,19.85,1,19.85,Filled,1@17.81,"Mar 3, 2025 11:49:08 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,18.9,18.9,"Mar 3, 2025 11:49:09 ET",US,USD,,,1.94,0.27,,0.01,0.02,0.19,0.05,0.01,,,,,,,2.49
Buy,TSLA250417C320000,TSLA 250417 320.00C,16.32,1,16.32,Filled,1@14.83,"Mar 3, 2025 10:00:15 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,17.15,17.15,"Mar 3, 2025 10:00:15 ET",US,USD,,,2.1,0.33,,0.01,0.02,0.17,,,,,,,,,2.63
Buy,TSM,Taiwan Semiconductor,Market Price,14,,Filled,14@164.26,"Feb 28, 2025 10:35:20 ET",Market,Day,,Regular Trading Hours,,,US,USD,,14,196.15,2746.1,"Feb 28, 2025 10:35:20 ET",US,USD,,,0.98,1.01,0.05,,,,,,,,,,,,2.04
Buy,TSM,Taiwan Semiconductor,Market Price,16,,Filled,15@164.75,"Feb 28, 2025 10:35:14 ET",Market,Day,,Regular Trading Hours,,,US,USD,,15,179.97,2699.55,"Feb 28, 2025 10:35:15 ET",US,USD,,,1.03,1.0,0.05,,,,,,,,,,,,2.08
Sell,02097,MIXUEGROUP,250.17,90,22515.3,Filled,102@246.83,"Feb 28, 2025 16:57:46 HKT",Futu Grey MKT,Day,,,,,HK,HKD,,96,267.19,25650.24,"Feb 28, 2025 17:10:19 HKT",HK,HKD,,,7.71,15.28,1.99,,,,,,27.2,1.43,0.74,0.04,,,54.39
Sell,02097,MIXUEGROUP,256.65,109,27974.85,Failed,0@0.0,"Feb 28, 2025 16:57:37 HKT",Futu Grey MKT,Day,,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,MIU250328P50000,MIU 250328 50.00 P,2.69,2,5.38,Cancelled,0@0.0,"Feb 28, 2025 10:45:20 HKT",Limit,Day,,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,MIU250328P50000,MIU 250328 50.00 P,2.96,2,5.92,Filled,2@3.35,"Feb 28, 2025 09:55:23 HKT",Limit,Day,,,,,HK,HKD,,2,3.19,6.38,"Feb 28, 2025 09:55:49 HKT",HK,HKD,,,12.56,14.89,,,,,,,,,,,2.06,,29.51
Buy,MIU250328P50000,MIU 250328 50.00 P,3.11,2,6.22,Filled,2@2.94,"Feb 28, 2025 09:39:27 HKT",Limit,Day,,,,,HK,HKD,,2,2.81,5.62,"Feb 28, 2025 09:39:30 HKT",HK,HKD,,,10.97,15.17,,,,,,,,,,,1.85,,27.99
Sell,MIU250328P50000,MIU 250328 50.00 P,2.8,5,14.0,Filled,5@2.62,"Feb 28, 2025 09:35:24 HKT",Limit,Day,,,,,HK,HKD,,5,2.62,13.1,"Feb 28, 2025 09:36:55 HKT",HK,HKD,,,27.7,15.97,,,,,,,,,,,4.79,,48.46
Sell,01810,XIAOMI-W,49.26,"1,000",,Filled,"1,000@53.80","Feb 27, 2025 14:09:10 HKT",Limit,Day,Allow,,,,HK,HKD,,"1,000",50.04,,"Feb 27, 2025 14:09:10 HKT",HK,HKD,,,17.52,14.03,2.16,,,,,,56.53,2.91,1.48,0.08,,,94.71
Buy,MIU250328P50000,MIU 250328 50.00 P,2.69,5,13.45,Filled,5@2.43,"Feb 27, 2025 14:08:57 HKT",Limit,Day,,,,,HK,HKD,,5,2.28,11.4,"Feb 27, 2025 14:09:03 HKT",HK,HKD,,,23.77,16.37,,,,,,,,,,,5.21,,45.35
Buy,01810,XIAOMI-W,Market Price,"1,000",,Filled,"1,000@54.05","Feb 27, 2025 14:07:02 HKT",Market,Day,,,,,HK,HKD,,"1,000",49.76,,"Feb 27, 2025 14:07:02 HKT",HK,HKD,,,17.72,13.71,1.86,,,,,,60.03,3.01,1.46,0.09,,,97.88
