方向,代码,名称,订单价格,订单数量,订单金额,交易状态,已成交@均价,下单时间,订单类型,期限,盘前竞价,时段,触发价,允许开仓,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场.1,币种.1,对手经纪,备注,佣金,平台使用费,交收费,印花税,交易费,证监会征费,财汇局征费,期权监管费,期权清算费,期权交收费,证监会规费,交易活动费,交易系统使用费,综合审计跟踪监管费,合计费用
买入,TCH250214P410000,腾讯 250214 410.00 沽,0.9,3,2.7,全部成交,3@0.88,2025/02/11 15:19:35 (香港),限价单,当日有效,,,,,港股,HKD,,3,0.99,2.97,2025/02/11 15:19:35 (香港),港股,HKD,,,2.77,13.71,,,,,,,,,,,9.12,,25.6
卖出,00700,腾讯控股,398.16,14,5574.24,全部成交,13@397.16,2025/02/11 14:58:28 (香港),碎股单,当日有效,,,,,港股,HKD,,12,468.58,5622.96,2025/02/11 15:09:19 (香港),港股,HKD,,,2.79,16.39,2.17,6.22,0.31,0.15,0.01,,,,,,,,28.04
买入,ASTS,AST SpaceMobile,26.26,54,1418.04,已撤单,0@0.0,2025/02/10 10:09:27 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,BIDU,百度,98.38,32,3148.16,全部成交,29@94.21,2025/02/10 10:02:54 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,32,99.64,3188.48,2025/02/10 10:19:09 (美东),美股,USD,,,0.94,0.96,0.08,,,,,,,,0.08,0.01,,,2.07
买入,TSLA250314C380000,TSLA 250314 380.00C,11.08,1,11.08,全部成交,1@10.78,2025/02/10 09:43:23 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,12.93,12.93,2025/02/10 09:43:24 (美东),美股,USD,,,2.12,0.32,,,,,,0.01,0.02,0.17,,,,,2.64
卖出,TSLA,特斯拉,市价,5,,全部成交,5@386.77,2025/02/07 11:14:57 (美东),市价单,当日有效,,盘中,,,美股,USD,,5,385.24,1926.2,2025/02/07 11:14:58 (美东),美股,USD,,,1.04,0.92,0.02,,,,,,,,0.05,0.01,,,2.04
买入,NVDL,2倍做多NVDA ETF-GraniteShares,53.32,15,799.8,全部成交,16@56.96,2025/02/07 10:29:01 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,14,54.12,757.68,2025/02/07 10:29:01 (美东),美股,USD,,,0.91,1.05,0.05,,,,,,,,,,,,2.01
卖出,TSLA250307C395000,TSLA 250307 395.00C,市价,1,,全部成交,1@12.26,2025/02/07 10:20:04 (美东),市价单,当日有效,,盘中,,,美股,USD,,1,11.17,11.17,2025/02/07 10:20:04 (美东),美股,USD,,,1.86,0.33,,,,,,0.01,0.02,0.16,0.03,0.01,,,2.42
卖出,NVDA,英伟达,市价,10,,全部成交,10@134.2,2025/02/07 10:19:48 (美东),市价单,当日有效,,盘中,,,美股,USD,,10,119.63,1196.3,2025/02/07 10:19:48 (美东),美股,USD,,,0.97,0.93,0.03,,,,,,,,0.04,0.01,,,1.98
卖出,NVDL,2倍做多NVDA ETF-GraniteShares,市价,28,,全部成交,30@59.88,2025/02/07 10:19:34 (美东),市价单,当日有效,,盘中,,,美股,USD,,32,56.1,1795.2,2025/02/07 10:19:34 (美东),美股,USD,,,0.96,0.99,0.09,,,,,,,,0.05,0.01,,,2.1
卖出,BIDU,百度,81.48,31,2525.88,全部成交,33@82.95,2025/02/07 10:08:42 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,29,91.83,2663.07,2025/02/07 10:08:42 (美东),美股,USD,,,1.07,1.03,0.1,,,,,,,,0.08,0.01,,,2.29
卖出,TSLA250307P395000,TSLA 250307 395.00P,27.72,1,27.72,全部成交,1@30.52,2025/02/07 09:51:46 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,31.44,31.44,2025/02/07 09:51:51 (美东),美股,USD,,,2.11,0.32,,,,,,0.01,0.02,0.18,0.09,0.01,,,2.74
买入,TSLA250307C395000,TSLA 250307 395.00C,市价,1,,全部成交,1@15.09,2025/02/07 09:51:26 (美东),市价单,当日有效,,盘中,,,美股,USD,,1,14.36,14.36,2025/02/07 09:51:27 (美东),美股,USD,,,1.87,0.27,,,,,,0.01,0.02,0.19,,,,,2.36
买入,TSLA250307P395000,TSLA 250307 395.00P,市价,1,,全部成交,1@30.02,2025/02/07 09:49:21 (美东),市价单,当日有效,,盘中,,,美股,USD,,1,26.47,26.47,2025/02/07 09:49:22 (美东),美股,USD,,,1.83,0.28,,,,,,0.01,0.02,0.2,,,,,2.34
卖出,SOXL,3倍做多半导体ETF-Direxion,26.27,18,472.86,全部成交,19@27.42,2025/02/07 09:47:04 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,29.42,558.98,2025/02/07 09:47:53 (美东),美股,USD,,,1.02,0.96,0.06,,,,,,,,0.02,0.01,,,2.07
买入,TSLA,特斯拉,386.7,5,1933.5,全部成交,5@342.54,2025/02/07 09:46:08 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,362.34,1811.7,2025/02/07 09:46:08 (美东),美股,USD,,,0.91,0.92,0.02,,,,,,,,,,,,1.85
买入,BIDU250919P70000,BIDU 250919 70.00P,3.32,1,3.32,全部成交,1@3.27,2025/02/06 11:33:53 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,3.62,3.62,2025/02/06 13:43:44 (美东),美股,USD,,,2.15,0.31,,,,,,0.01,0.02,0.17,,,,,2.66
卖出,NVDA,英伟达,市价,11,,全部成交,11@124.14,2025/02/05 12:11:36 (美东),市价单,当日有效,,盘中,,,美股,USD,,11,125.67,1382.37,2025/02/05 12:11:36 (美东),美股,USD,,,0.99,0.99,0.03,,,,,,,,0.03,0.01,,,2.05
卖出,NVDL,2倍做多NVDA ETF-GraniteShares,市价,21,,全部成交,21@52.95,2025/02/05 12:11:22 (美东),市价单,当日有效,,盘中,,,美股,USD,,22,56.38,1240.36,2025/02/05 12:11:22 (美东),美股,USD,,,0.94,1.03,0.06,,,,,,,,0.03,0.01,,,2.07
卖出,NVDL,2倍做多NVDA ETF-GraniteShares,55.03,21,1155.63,已撤单,0@0.0,2025/02/05 12:10:49 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,YINN,3倍做多富时中国ETF-Direxion,36.35,56,2035.6,全部成交,60@31.98,2025/02/04 11:00:55 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,60,31.12,1867.2,2025/02/04 11:00:58 (美东),美股,USD,,,0.94,0.96,0.18,,,,,,,,0.06,0.01,,,2.15
买入,NVDL,2倍做多NVDA ETF-GraniteShares,47.6,14,666.4,全部成交,15@47.2,2025/02/04 10:11:58 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,15,48.7,730.5,2025/02/04 10:11:59 (美东),美股,USD,,,0.95,0.92,0.05,,,,,,,,,,,,1.92
卖出,NVDA250214C120000,NVDA 250214 120.00C,市价,2,,全部成交,2@5.9,2025/02/04 10:08:54 (美东),市价单,当日有效,,盘中,,,美股,USD,,2,5.26,10.52,2025/02/04 10:08:55 (美东),美股,USD,,,1.97,0.63,,,,,,0.02,0.04,0.35,0.03,0.01,,,3.05
买入,NVDA250214C120000,NVDA 250214 120.00C,4.61,2,9.22,全部成交,2@4.49,2025/02/04 09:49:01 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,4.53,4.53,2025/02/04 09:49:13 (美东),美股,USD,,,2.1,0.59,,,,,,0.02,0.04,0.37,,,,,3.12
,,,,,,,,,,,,,,,,,,1,4.16,4.16,2025/02/04 09:49:13 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,TSLA,特斯拉,353.37,10,3533.7,已撤单,0@0.0,2025/02/04 09:11:11 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,NVDA250207C120000,NVDA 250207 120.00C,市价,2,,全部成交,2@1.75,2025/02/03 09:34:27 (美东),止损市价单,当日有效,,盘中,1.7,,美股,USD,,1,1.6,1.6,2025/02/03 09:46:52 (美东),美股,USD,,,2.07,0.55,,,,,,0.02,0.04,0.39,0.02,0.02,,,3.11
,,,,,,,,,,,,,,,,,,1,1.79,1.79,2025/02/03 09:46:52 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,NVDA250207C120000,NVDA 250207 120.00C,2.2,1,2.2,全部成交,1@2.33,2025/02/03 09:30:32 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,2.39,2.39,2025/02/03 09:30:33 (美东),美股,USD,,,2.02,0.33,,,,,,0.01,0.02,0.19,,,,,2.57
买入,NVDA250207C120000,NVDA 250207 120.00C,2.53,1,2.53,全部成交,1@2.35,2025/02/03 09:30:26 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,2.11,2.11,2025/02/03 09:30:30 (美东),美股,USD,,,2.03,0.32,,,,,,0.01,0.02,0.18,,,,,2.56
买入,AAPL,苹果,222.64,11,2449.04,全部成交,10@229.81,2025/02/03 09:26:00 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,6,225.94,1355.64,2025/02/03 09:26:00 (美东),美股,USD,,,1.04,0.97,0.03,,,,,,,,,,,,2.04
,,,,,,,,,,,,,,,,,,4,238.8,955.2,2025/02/03 09:26:00 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,NVDL,2倍做多NVDA ETF-GraniteShares,41.47,5,207.35,全部成交,5@44.98,2025/02/03 08:48:07 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,42.24,211.2,2025/02/03 08:48:08 (美东),美股,USD,,,0.92,0.95,0.02,,,,,,,,,,,,1.89
买入,TQQQ,3倍做多纳指ETF-ProShares,70.89,5,354.45,全部成交,5@84.85,2025/02/03 04:50:05 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,84.88,424.4,2025/02/03 04:50:05 (美东),美股,USD,,,0.95,1.1,0.02,,,,,,,,,,,,2.07
买入,NVDA,英伟达,106.33,10,1063.3,全部成交,10@123.32,2025/02/03 04:28:02 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,124.48,1244.8,2025/02/03 07:20:04 (美东),美股,USD,,,0.93,0.98,0.03,,,,,,,,,,,,1.94
买入,NVDL,2倍做多NVDA ETF-GraniteShares,44.03,5,220.15,全部成交,5@46.16,2025/02/03 04:26:00 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,48.39,241.95,2025/02/03 04:26:00 (美东),美股,USD,,,0.96,1.08,0.02,,,,,,,,,,,,2.06
买入,NVDL,2倍做多NVDA ETF-GraniteShares,45.71,5,228.55,全部成交,5@41.63,2025/01/31 23:26:44 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,43.57,217.85,2025/02/03 04:02:32 (美东),美股,USD,,,0.96,0.92,0.02,,,,,,,,,,,,1.9
买入,NVDL,2倍做多NVDA ETF-GraniteShares,53.39,5,266.95,全部成交,5@48.82,2025/01/31 13:39:20 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,49.95,249.75,2025/01/31 13:39:22 (美东),美股,USD,,,0.95,0.99,0.02,,,,,,,,,,,,1.96
买入,NVDA,英伟达,131.64,5,658.2,全部成交,5@136.92,2025/01/31 12:42:56 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,124.41,622.05,2025/01/31 12:42:56 (美东),美股,USD,,,1.08,1.02,0.02,,,,,,,,,,,,2.12
买入,NVDA,英伟达,113.52,5,567.6,全部成交,5@117.12,2025/01/31 12:42:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,134.85,674.25,2025/01/31 12:47:04 (美东),美股,USD,,,0.92,1.08,0.02,,,,,,,,,,,,2.02
买入,NVDA,英伟达,113.29,5,566.45,全部成交,5@125.99,2025/01/31 11:44:55 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,115.62,578.1,2025/01/31 11:44:56 (美东),美股,USD,,,1.02,1.04,0.02,,,,,,,,,,,,2.08
买入,NVDA,英伟达,118.58,5,592.9,全部成交,5@114.99,2025/01/31 10:40:59 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,116.87,584.35,2025/01/31 10:41:00 (美东),美股,USD,,,0.99,1.06,0.02,,,,,,,,,,,,2.07
买入,NVDL,2倍做多NVDA ETF-GraniteShares,45.88,5,229.4,全部成交,5@45.59,2025/01/28 09:35:38 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,49.29,246.45,2025/01/28 09:35:39 (美东),美股,USD,,,0.98,1.05,0.02,,,,,,,,,,,,2.05
买入,NVDL,2倍做多NVDA ETF-GraniteShares,51.26,21,1076.46,全部成交,19@48.08,2025/01/27 11:40:00 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,49.66,943.54,2025/01/27 11:40:01 (美东),美股,USD,,,0.95,0.94,0.06,,,,,,,,,,,,1.95
买入,NVDL,2倍做多NVDA ETF-GraniteShares,56.41,20,1128.2,全部成交,19@55.43,2025/01/27 10:26:23 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,49.61,1041.81,2025/01/27 10:26:24 (美东),美股,USD,,,1.04,0.92,0.06,,,,,,,,,,,,2.02
买入,TQQQ,3倍做多纳指ETF-ProShares,72.57,5,362.85,全部成交,5@71.5,2025/01/27 05:58:00 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,77.75,388.75,2025/01/27 05:58:00 (美东),美股,USD,,,1.03,1.1,0.02,,,,,,,,,,,,2.15
买入,TQQQ,3倍做多纳指ETF-ProShares,75.43,5,377.15,已撤单,0@0.0,2025/01/27 05:57:09 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,26.57,212,5632.84,全部成交,213@30.49,2024/11/21 11:25:54 (香港),限价单,当日有效,允许,,,,港股,HKD,,184,30.51,5613.84,2024/11/21 11:25:54 (香港),港股,HKD,,,2.79,15.31,1.97,5.89,0.31,0.16,0.01,,,,,,,,26.44
买入,YINN,3倍做多富时中国ETF-Direxion,26.38,10,263.8,全部成交,10@28.04,2024/11/13 09:17:19 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,31.69,285.21,2024/11/13 09:20:06 (美东),美股,USD,,,0.95,1.02,0.03,,,,,,,,,,,,2.0
买入,YINN,3倍做多富时中国ETF-Direxion,34.1,9,306.9,全部成交,10@31.29,2024/11/11 12:51:44 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,33.61,336.1,2024/11/11 12:51:44 (美东),美股,USD,,,0.97,0.97,0.03,,,,,,,,,,,,1.97
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,市价,20,,全部成交,19@59.18,2024/11/11 09:10:23 (美东),止损市价单,当日有效,,盘中,60.4,,美股,USD,,20,59.88,1197.6,2024/11/11 09:30:05 (美东),美股,USD,,,1.02,1.07,0.06,,,,,,,,0.03,0.01,,,2.19
买入,YINN,3倍做多富时中国ETF-Direxion,35.09,10,350.9,全部成交,10@29.67,2024/11/08 11:25:05 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,33.34,366.74,2024/11/08 11:25:05 (美东),美股,USD,,,0.9,1.03,0.03,,,,,,,,,,,,1.96
买入,YINN,3倍做多富时中国ETF-Direxion,29.61,10,296.1,全部成交,9@34.26,2024/11/08 10:18:19 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,31.94,351.34,2024/11/08 10:18:19 (美东),美股,USD,,,0.93,1.07,0.03,,,,,,,,,,,,2.03
买入,YINN,3倍做多富时中国ETF-Direxion,38.98,10,389.8,全部成交,10@35.86,2024/11/07 11:38:22 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,10,39.28,392.8,2024/11/07 11:38:22 (美东),美股,USD,,,0.95,1.09,0.03,,,,,,,,,,,,2.07
买入,CONL,GraniteShares 2x Long COIN Daily ETF,38.01,21,798.21,全部成交,18@41.26,2024/11/07 04:50:04 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,40.79,40.79,2024/11/07 04:50:05 (美东),美股,USD,,,1.01,0.98,0.06,,,,,,,,,,,,2.05
,,,,,,,,,,,,,,,,,,18,38.03,684.54,2024/11/07 04:50:05 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,41.09,108,4437.72,全部成交,113@40.93,2024/11/07 04:48:59 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,39.96,439.56,2024/11/07 04:49:08 (美东),美股,USD,,,0.94,1.03,0.34,,,,,,,,0.1,0.04,,,2.45
,,,,,,,,,,,,,,,,,,13,39.34,511.42,2024/11/07 04:49:08 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,47,41.63,1956.61,2024/11/07 04:49:08 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,37,41.26,1526.62,2024/11/07 04:49:07 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,25.5,203,5176.5,全部成交,193@29.15,2024/11/07 14:27:25 (香港),限价单,当日有效,允许,,,,港股,HKD,,219,26.12,5720.28,2024/11/07 14:27:25 (香港),港股,HKD,,,3.13,16.1,1.98,6.04,0.32,0.16,0.01,,,,,,,,27.74
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,触及市价,109,,已撤单,0@0.0,2024/11/06 23:40:43 (美东),止损市价单,当日有效,,盘中,40.1,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,触及市价,113,,已撤单,0@0.0,2024/11/06 09:18:55 (美东),止损市价单,当日有效,,盘中,38.7,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,30.01,208,6242.08,全部成交,204@26.37,2024/11/06 15:06:53 (香港),限价单,当日有效,允许,,,,港股,HKD,,215,25.48,5478.2,2024/11/06 15:06:54 (香港),港股,HKD,,,3.15,14.34,2.07,6.14,0.31,0.16,0.01,,,,,,,,26.18
买入,01810,小米集团-W,26.14,210,5489.4,全部成交,212@29.22,2024/11/04 13:58:26 (香港),限价单,当日有效,允许,,,,港股,HKD,,201,24.96,5016.96,2024/11/04 14:53:57 (香港),港股,HKD,,,3.3,15.67,1.89,5.6,0.3,0.16,0.01,,,,,,,,26.93
买入,CONL,GraniteShares 2x Long COIN Daily ETF,24.4,21,512.4,全部成交,21@25.59,2024/11/01 10:32:31 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,23.61,495.81,2024/11/01 10:32:31 (美东),美股,USD,,,0.97,0.96,0.06,,,,,,,,,,,,1.99
买入,01810,小米集团-W,28.35,189,5358.15,已撤单,0@0.0,2024/11/01 13:31:48 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,CONL,GraniteShares 2x Long COIN Daily ETF,27.29,27,736.83,全部成交,28@27.92,2024/10/31 12:25:22 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,28,27.69,775.32,2024/10/31 12:25:23 (美东),美股,USD,,,1.01,0.95,0.08,,,,,,,,,,,,2.04
买入,BIDU,百度,103.49,22,2276.78,全部成交,22@87.33,2024/10/29 08:40:35 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,103.42,1964.98,2024/10/29 08:40:35 (美东),美股,USD,,,0.92,1.0,0.06,,,,,,,,,,,,1.98
买入,BIDU,百度,104.17,18,1875.06,全部成交,21@88.38,2024/10/29 08:40:33 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,99.75,1895.25,2024/10/29 08:40:33 (美东),美股,USD,,,0.96,0.98,0.06,,,,,,,,,,,,2.0
买入,BIDU,百度,104.57,20,2091.4,全部成交,19@102.21,2024/10/29 08:39:39 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,19,87.79,1668.01,2024/10/29 08:39:39 (美东),美股,USD,,,0.92,1.07,0.06,,,,,,,,,,,,2.05
买入,01810,小米集团-W,27.5,218,5995.0,全部成交,193@27.57,2024/10/29 14:05:22 (香港),限价单,当日有效,允许,,,,港股,HKD,,215,24.87,5347.05,2024/10/29 14:06:08 (香港),港股,HKD,,,3.21,16.45,1.93,6.52,0.28,0.13,0.01,,,,,,,,28.53
买入,01810,小米集团-W,27.21,217,5904.57,已撤单,0@0.0,2024/10/29 12:39:36 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,CONL,GraniteShares 2x Long COIN Daily ETF,29.89,18,538.02,全部成交,18@32.82,2024/10/21 10:26:10 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,35.05,736.05,2024/10/21 11:20:00 (美东),美股,USD,,,0.95,0.92,0.07,,,,,,,,,,,,1.94
买入,01810,小米集团-W,22.62,194,4388.28,全部成交,198@25.15,2024/10/21 15:52:45 (香港),限价单,当日有效,允许,,,,港股,HKD,,186,26.56,4940.16,2024/10/21 15:52:45 (香港),港股,HKD,,,2.92,13.8,1.9,4.87,0.27,0.12,0.01,,,,,,,,23.89
买入,CONL,GraniteShares 2x Long COIN Daily ETF,41.22,21,865.62,全部成交,19@38.0,2024/10/21 01:43:43 (美东),限价单,当日有效,,夜盘,,,美股,USD,,22,38.58,848.76,2024/10/21 01:56:52 (美东),美股,USD,,,1.06,1.06,0.06,,,,,,,,,,,,2.18
买入,CONL,GraniteShares 2x Long COIN Daily ETF,37.28,21,782.88,全部成交,18@35.62,2024/10/18 23:51:03 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,21,31.69,665.49,2024/10/21 05:25:07 (美东),美股,USD,,,0.99,0.95,0.07,,,,,,,,,,,,2.01
买入,01810,小米集团-W,21.77,426,9274.02,全部成交,390@22.67,2024/10/17 15:46:06 (香港),限价单,当日有效,允许,,,,港股,HKD,,379,21.17,8023.43,2024/10/17 15:46:06 (香港),港股,HKD,,,2.8,14.98,1.96,9.29,0.51,0.27,0.01,,,,,,,,29.82
买入,YINN,3倍做多富时中国ETF-Direxion,33.73,5,168.65,全部成交,5@33.24,2024/10/16 11:48:18 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,34.79,173.95,2024/10/16 11:48:19 (美东),美股,USD,,,0.99,1.02,0.02,,,,,,,,,,,,2.03
买入,YINN,3倍做多富时中国ETF-Direxion,33.1,5,165.5,全部成交,5@34.16,2024/10/16 09:40:45 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,36.31,181.55,2024/10/16 09:40:51 (美东),美股,USD,,,0.93,1.03,0.02,,,,,,,,,,,,1.98
买入,CONL,GraniteShares 2x Long COIN Daily ETF,30.23,1,30.23,全部成交,1@31.67,2024/10/16 04:11:18 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,32.48,32.48,2024/10/16 04:11:41 (美东),美股,USD,,,1.07,0.92,0.0,,,,,,,,,,,,1.99
买入,01810,小米集团-W,24.87,219,5446.53,全部成交,218@24.72,2024/10/16 10:37:42 (香港),限价单,当日有效,允许,,,,港股,HKD,,206,21.88,4507.28,2024/10/16 10:37:42 (香港),港股,HKD,,,2.71,15.84,2.03,4.6,0.27,0.11,0.01,,,,,,,,25.57
卖出,DJT,特朗普媒体科技集团,30.18,5,150.9,全部成交,5@33.17,2024/10/15 13:24:53 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,30.96,154.8,2024/10/15 13:25:16 (美东),美股,USD,,,1.08,1.04,0.02,,,,,,,,0.01,0.01,,,2.16
买入,YINN,3倍做多富时中国ETF-Direxion,30.16,1,30.16,全部成交,1@33.57,2024/10/15 11:29:33 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,1,34.36,34.36,2024/10/15 11:29:34 (美东),美股,USD,,,0.96,1.01,0.0,,,,,,,,,,,,1.97
卖出,TQQQ,3倍做多纳指ETF-ProShares,75.56,43,3249.08,全部成交,40@78.13,2024/10/15 11:24:20 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,43,78.25,3364.75,2024/10/15 11:24:39 (美东),美股,USD,,,0.95,1.07,0.11,,,,,,,,0.08,0.01,,,2.22
卖出,YINN,3倍做多富时中国ETF-Direxion,31.14,23,716.22,全部成交,26@33.59,2024/10/15 11:22:35 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,23,33.34,766.82,2024/10/15 11:22:51 (美东),美股,USD,,,0.94,0.98,0.09,,,,,,,,0.02,0.01,,,2.04
卖出,TLT241021C95000,TLT 241021 95.00C,0.43,1,0.43,全部成交,1@0.42,2024/10/15 11:04:39 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,0.44,0.44,2024/10/15 11:04:48 (美东),美股,USD,,,1.9,0.3,,,,,,0.01,0.02,0.17,0.01,0.01,,,2.42
买入,YINN,3倍做多富时中国ETF-Direxion,35.73,11,393.03,全部成交,9@32.86,2024/10/15 10:47:29 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,31.89,287.01,2024/10/15 10:47:37 (美东),美股,USD,,,1.05,1.09,0.03,,,,,,,,,,,,2.17
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,27.29,104,2838.16,全部成交,99@29.22,2024/10/15 08:30:49 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,50,27.67,1383.5,2024/10/15 08:30:49 (美东),美股,USD,,,1.05,0.98,0.33,,,,,,,,0.08,0.02,,,2.46
,,,,,,,,,,,,,,,,,,50,28.48,1424.0,2024/10/15 08:30:49 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,CONL,GraniteShares 2x Long COIN Daily ETF,26.14,98,2561.72,已撤单,0@0.0,2024/10/15 03:32:33 (美东),限价单,当日有效,,夜盘,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,23.83,181,4313.23,已撤单,0@0.0,2024/10/15 14:43:25 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,24.45,219,5354.55,已撤单,0@0.0,2024/10/15 14:32:22 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,01810,小米集团-W,25.53,195,4978.35,全部成交,209@22.48,2024/10/15 10:20:10 (香港),限价单,当日有效,允许,,,,港股,HKD,,182,23.66,4306.12,2024/10/15 10:41:21 (香港),港股,HKD,,,3.09,15.3,2.02,4.73,0.25,0.14,0.01,,,,,,,,25.54
买入,CONL,GraniteShares 2x Long COIN Daily ETF,30.03,104,3123.12,全部成交,101@30.19,2024/10/14 12:32:50 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,95,25.51,2423.45,2024/10/14 12:32:50 (美东),美股,USD,,,0.96,1.02,0.3,,,,,,,,,,,,2.28
买入,CONL,GraniteShares 2x Long COIN Daily ETF,28.01,10,280.1,已撤单,0@0.0,2024/10/14 12:31:38 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,CONL,GraniteShares 2x Long COIN Daily ETF,24.96,9,224.64,已撤单,0@0.0,2024/10/14 12:31:26 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
